0,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
aaa0,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
172,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200df
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
101,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
123,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
134,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
134,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
134,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
134,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
136,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
136,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
136,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
136,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
134,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
134,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
134,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
132,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
132,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
132,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
132,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
132,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
114,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
114,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
114,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
114,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
167,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
167,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
167,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
167,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
167,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
157,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
157,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
157,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
157,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
157,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
157,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
115,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
115,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
115,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
115,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
115,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
115,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
139,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
139,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
139,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
139,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
139,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
139,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
160,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
160,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
160,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
160,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
160,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
107,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
107,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
107,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
107,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
107,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
107,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
132,49680,7389184,7880712,49680,7389192,7880720,49680,7389200
